DEP;REG
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
02;22
